day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,year,month,day,sales
2,762,1,0,0,1,0,0,2015,6,23,6489.5415
3,1035,1,0,0,1,0,0,2014,4,9,7752.8867
2,595,1,1,0,1,0,0,2014,5,6,6512.9624
5,1135,1,1,1,1,0,0,2014,9,5,9622.18
5,913,1,0,0,1,0,0,2013,11,15,7413.5903
1,1049,1,0,1,1,0,0,2013,12,23,10704.341
3,615,1,1,1,1,0,0,2015,2,18,6374.7944
3,1233,1,1,1,1,0,0,2013,7,31,11362.348
1,863,1,1,0,1,0,0,2014,7,14,9365.556
4,594,1,1,0,1,0,0,2015,7,30,7345.155
5,717,1,0,1,1,0,0,2015,7,24,6484.5303
4,638,1,1,0,1,0,0,2014,1,23,6433.167
1,515,1,0,0,1,0,0,2015,6,8,5039.404
3,753,1,0,1,1,0,0,2013,2,13,5979.64
4,743,1,1,0,1,0,0,2013,6,20,6958.5674
2,621,1,1,0,1,0,0,2013,2,19,6523.378
7,0,0,0,0,1,0,0,2014,9,21,-38.328472
6,354,1,0,0,1,0,0,2013,8,24,3119.1707
7,0,0,0,0,1,0,0,2015,6,7,-16.82458
6,861,1,0,0,1,0,0,2015,4,18,7856.264
7,0,0,0,0,1,0,0,2014,6,29,12.675602
6,687,1,0,0,1,0,0,2013,11,9,6479.7007
7,0,0,0,0,1,0,0,2014,8,3,-38.030495
5,425,1,0,0,1,0,0,2015,3,13,4344.6875
3,787,1,0,0,1,0,0,2013,11,27,6840.379
7,0,0,0,0,1,0,0,2014,10,12,9.555324
7,0,0,0,0,1,0,0,2013,4,14,-5.1219583
7,0,0,0,0,1,0,0,2014,1,12,8.467406
7,0,0,0,0,1,0,0,2013,9,8,-15.083493
6,688,1,0,0,1,0,0,2015,4,4,6946.8906
6,686,1,0,0,1,0,0,2014,5,3,6645.8086
5,534,1,0,1,1,0,0,2013,12,27,5266.057
3,1681,1,0,0,1,0,0,2014,12,10,12356.659
6,753,1,0,0,1,0,0,2014,3,22,6624.4907
2,1806,1,1,0,1,0,0,2013,2,5,14516.328
7,0,0,0,0,1,0,0,2014,6,15,30.812346
5,637,1,1,0,1,0,0,2015,3,20,6505.8145
7,0,0,0,0,1,0,0,2013,9,22,-15.427065
1,590,1,1,0,1,0,0,2015,4,13,7190.446
6,352,1,0,0,1,0,0,2013,8,10,3188.1646
7,0,0,0,0,1,0,0,2014,6,8,-13.436961
4,0,0,0,0,0,1,0,2013,10,3,40.924118
1,0,0,0,0,0,1,0,2015,5,25,7.93647
1,845,1,1,0,1,0,0,2014,3,17,8917.051
1,1097,1,1,0,1,0,0,2014,5,5,11017.653
3,417,1,0,1,1,0,0,2015,7,22,3857.2673
4,665,1,0,1,1,0,0,2013,8,22,5651.154
5,777,1,1,0,1,0,0,2013,4,26,7157.6924
6,415,1,0,0,1,0,0,2013,8,31,4024.2673
6,1706,1,0,0,1,0,0,2013,8,17,10202.356
2,411,1,1,0,1,0,0,2013,11,5,5064.8184
2,676,1,0,1,1,0,0,2013,8,20,5496.798
7,0,0,0,0,1,0,0,2014,7,27,-22.581272
1,641,1,1,1,1,0,0,2014,4,14,7815.502
5,653,1,0,0,1,0,0,2015,6,26,6158.859
6,438,1,0,0,1,0,0,2015,4,25,4404.5654
4,688,1,1,0,1,0,0,2014,6,19,6728.416
2,344,1,0,1,1,0,0,2014,8,12,3563.341
7,0,0,0,0,1,0,0,2013,12,8,-7.448684
5,922,1,1,0,1,0,0,2015,2,6,8450.392
2,660,1,0,0,1,0,0,2014,6,10,5752.709
6,831,1,0,0,1,0,0,2015,2,14,7679.5283
6,307,1,0,0,1,0,0,2013,9,7,2813.4202
1,932,1,1,0,1,0,0,2014,10,20,9083.74
1,560,1,0,0,1,0,0,2013,11,25,5567.077
2,691,1,1,0,1,0,0,2014,6,3,7519.4805
1,431,1,0,1,1,0,0,2014,12,29,4629.0825
5,1510,1,0,0,1,0,0,2013,12,13,11364.476
1,1046,1,1,0,1,0,0,2013,1,7,10712.707
2,721,1,1,1,1,0,0,2013,7,30,7616.477
4,678,1,1,1,1,0,0,2013,8,29,6892.0684
1,431,1,0,0,1,0,0,2015,2,9,4408.0503
4,560,1,0,0,1,0,0,2014,2,13,4973.1245
5,646,1,0,0,1,0,0,2015,2,13,5973.6313
5,493,1,1,1,1,0,0,2014,5,2,5648.058
6,257,1,0,0,1,0,0,2015,6,20,2300.49
5,796,1,0,0,1,0,0,2014,2,14,6661.278
4,293,1,1,0,1,0,0,2014,10,9,3644.364
3,837,1,0,0,1,0,0,2013,8,7,6422.171
2,829,1,1,1,1,0,0,2013,5,28,8663.811
1,803,1,1,0,1,0,0,2014,2,3,9322.975
2,438,1,0,0,1,0,0,2015,6,9,4584.0757
4,502,1,1,0,1,0,0,2015,1,15,5549.762
5,640,1,0,0,1,0,0,2014,11,21,5810.5664
3,614,1,1,0,1,0,0,2015,5,20,6383.436
4,582,1,0,0,1,0,0,2013,11,14,5250.9375
5,794,1,0,0,1,0,0,2013,6,28,7072.1426
4,522,1,1,0,1,0,0,2015,5,7,5798.783
2,916,1,0,1,1,0,0,2013,4,2,7305.081
1,520,1,0,0,1,0,0,2014,10,27,4685.8135
2,813,1,1,1,1,0,0,2014,7,29,8149.5376
3,1234,1,1,0,1,0,0,2015,4,29,11346.934
5,1228,1,1,0,1,0,0,2014,6,6,10406.508
3,411,1,0,0,1,0,0,2014,12,10,4427.1533
4,675,1,1,0,1,0,0,2013,11,21,6525.463
2,824,1,1,0,1,0,0,2015,5,5,8647.89
5,585,1,0,0,1,0,0,2015,6,26,5564.719
2,1092,1,0,0,1,0,0,2014,3,11,7863.239
7,0,0,0,0,1,0,0,2015,3,8,-0.032592386
1,620,1,0,0,1,0,0,2013,7,8,5463.5537
5,823,1,0,0,1,0,0,2013,3,15,6964.471
1,582,1,1,0,1,0,0,2014,12,15,7846.242
5,700,1,0,0,1,0,0,2014,4,11,6212.046
2,418,1,0,0,1,0,0,2014,6,24,4105.946
1,1339,1,1,0,1,0,0,2013,12,2,13834.542
6,429,1,0,0,1,0,0,2013,11,9,4158.338
2,571,1,1,0,1,0,0,2014,1,21,6264.453
2,2045,1,1,0,1,0,0,2014,10,7,16135.173
5,810,1,1,0,1,0,0,2015,5,8,8286.534
4,590,1,0,0,1,0,0,2015,7,23,5617.959
3,0,0,0,1,0,1,0,2014,1,1,30.150614
5,1138,1,1,1,1,0,0,2013,8,2,9523.379
3,589,1,1,1,1,0,0,2014,8,20,6134.526
5,1038,1,1,0,1,0,0,2013,5,31,10845.723
6,432,1,0,0,1,0,0,2013,6,1,4261.721
2,592,1,0,0,1,0,0,2013,12,10,5656.371
1,787,1,1,0,1,0,0,2013,5,27,8145.5083
6,0,0,0,0,0,1,0,2014,11,1,-7.169296
5,857,1,1,0,1,0,0,2014,12,5,9178.168
3,618,1,0,0,1,0,0,2015,6,10,5713.9697
5,774,1,1,0,1,0,0,2014,1,24,7293.0015
3,670,1,1,0,1,0,0,2013,4,10,6471.6816
1,0,0,0,1,0,0,1,2015,4,6,39.92739
5,684,1,1,0,1,0,0,2014,3,21,6678.1577
6,320,1,0,0,1,0,0,2015,4,25,2990.2002
7,0,0,0,0,1,0,0,2014,5,18,8.282148
7,0,0,0,0,1,0,0,2014,3,9,-18.183449
6,789,1,0,0,1,0,0,2013,6,8,6730.0244
6,486,1,0,0,1,0,0,2014,6,21,4613.4814
4,862,1,1,1,1,0,0,2014,10,9,7735.0386
6,597,1,0,0,1,0,0,2014,1,18,5593.264
5,557,1,1,0,1,0,0,2015,3,6,5903.885
4,432,1,0,0,1,0,0,2014,6,26,4249.3154
5,0,0,0,1,0,1,0,2014,10,31,80.587006
6,263,1,0,0,1,0,0,2013,1,26,2449.7388
5,501,1,0,1,1,0,0,2013,5,24,4692.6016
7,0,0,0,0,1,0,0,2014,7,6,-44.547047
3,0,0,0,1,0,0,0,2013,12,25,-18.732994
2,777,1,1,0,1,0,0,2015,3,17,7969.1416
1,1573,1,1,0,1,0,0,2015,5,18,14897.623
5,788,1,0,1,1,0,0,2015,5,15,7255.6167
3,537,1,0,0,1,0,0,2013,4,3,4762.561
1,823,1,0,0,1,0,0,2013,8,5,6774.753
4,503,1,1,0,1,0,0,2013,3,21,5300.925
5,965,1,0,0,1,0,0,2014,5,30,9125.661
1,1155,1,0,1,1,0,0,2013,12,30,10435.723
4,898,1,0,0,1,0,0,2014,9,11,6727.797
4,1204,1,0,0,1,0,0,2013,9,5,8657.081
6,251,1,0,0,1,0,0,2013,4,6,2193.2036
3,909,1,1,0,1,0,0,2014,9,3,8332.281
5,467,1,0,0,1,0,0,2014,7,11,4522.441
6,498,1,0,0,1,0,0,2013,5,18,4805.035
6,1180,1,0,0,1,0,0,2013,12,21,10986.158
7,0,0,0,0,1,0,0,2015,7,19,46.099403
5,750,1,1,0,1,0,0,2014,6,6,7419.6133
3,920,1,1,0,1,0,0,2013,12,4,9694.467
7,0,0,0,0,1,0,0,2013,1,13,7.9531693
3,1417,1,1,0,1,0,0,2014,11,26,12148.022
6,345,1,0,0,1,0,0,2013,3,2,3305.3904
5,882,1,0,0,1,0,0,2014,9,12,6946.0977
3,550,1,1,0,1,0,0,2013,7,3,6124.989
3,617,1,0,0,1,0,0,2013,3,13,5160.296
6,313,1,0,0,1,0,0,2015,1,17,2888.7375
1,974,1,0,0,1,0,0,2014,1,27,7104.749
6,909,1,0,0,1,0,0,2013,8,31,8130.071
3,266,1,0,0,1,0,0,2013,2,27,2814.3516
6,530,1,0,0,1,0,0,2013,9,21,4915.265
1,1258,1,0,1,1,0,0,2015,5,11,9388.475
1,764,1,0,0,1,0,0,2014,2,24,5950.583
4,0,0,0,0,0,1,0,2013,5,9,45.66445
2,402,1,0,0,1,0,0,2015,7,7,4220.5503
3,274,1,1,0,1,0,0,2013,3,20,3043.2317
6,642,1,0,0,1,0,0,2014,3,22,6021.452
5,727,1,1,0,1,0,0,2015,6,5,7611.4785
7,0,0,0,0,1,0,0,2013,2,10,24.548157
5,595,1,1,0,1,0,0,2014,7,4,6202.4946
6,581,1,0,0,1,0,0,2013,7,27,5590.6943
4,797,1,1,0,1,0,0,2014,1,23,7476.281
5,807,1,0,0,1,0,0,2013,2,15,6668.4565
1,950,1,1,0,1,0,0,2013,2,18,9609.465
2,615,1,1,0,1,0,0,2015,2,17,6692.68
1,904,1,1,0,1,0,0,2014,5,5,9841.627
1,946,1,0,0,1,0,0,2014,2,10,7075.1543
1,783,1,0,0,1,0,0,2014,7,7,6584.889
6,621,1,0,0,1,0,0,2015,3,7,6174.7305
5,943,1,0,0,1,0,0,2013,6,14,7596.594
4,807,1,1,0,1,0,0,2013,3,7,7577.839
2,1077,1,1,0,1,0,0,2014,11,25,9919.566
5,502,1,1,0,1,0,0,2014,2,21,5320.0645
6,257,1,0,0,1,0,0,2014,1,11,2254.5994
5,693,1,1,0,1,0,0,2013,11,8,6875.5107
3,1138,1,1,0,1,0,0,2013,6,5,9724.069
1,1057,1,1,0,1,0,0,2013,7,1,10769.314
4,1877,1,1,0,1,0,0,2014,7,3,14115.303
4,808,1,1,0,1,0,0,2013,10,10,7673.2495
6,482,1,0,0,1,0,0,2015,6,6,4831.6494
2,519,1,1,0,1,0,0,2015,1,27,5927.0938
7,0,0,0,0,1,0,0,2015,3,8,-0.032592386
2,670,1,0,0,1,0,0,2013,2,12,5435.222
3,698,1,1,1,1,0,0,2015,7,1,7595.2134
7,0,0,0,0,1,0,0,2014,11,9,3.2324164
3,603,1,1,0,1,0,0,2015,1,28,6516.823
2,1343,1,1,0,1,0,0,2014,4,1,11615.392
4,512,1,0,0,1,0,0,2013,11,28,5155.105
1,425,1,0,1,1,0,0,2014,10,13,3971.6584
5,583,1,1,0,1,0,0,2015,5,8,6275.8096
2,342,1,0,0,1,0,0,2013,2,12,3396.1592
6,456,1,0,0,1,0,0,2015,3,28,4740.1445
3,673,1,1,0,1,0,0,2013,6,5,6579.251
4,1106,1,0,0,1,0,0,2013,5,23,8142.8374
2,1058,1,1,0,1,0,0,2014,2,4,9795.749
4,786,1,1,0,1,0,0,2013,9,26,7137.3687
3,560,1,0,0,1,0,0,2014,9,24,4803.425
1,921,1,1,0,1,0,0,2015,6,15,10257.104
2,1101,1,1,0,1,0,0,2013,12,17,12426.687
1,1199,1,1,0,1,0,0,2014,6,30,13436.556
1,1015,1,0,0,1,0,0,2013,8,5,7967.8833
5,483,1,1,0,1,0,0,2014,5,9,5330.507
7,0,0,0,0,1,0,0,2015,7,19,46.099403
5,614,1,1,0,1,0,0,2013,11,22,6165.2847
6,1380,1,0,0,1,0,0,2015,5,30,10712.246
1,766,1,0,0,1,0,0,2013,7,8,6362.186
2,558,1,0,0,1,0,0,2013,8,20,4620.12
7,0,0,0,0,1,0,0,2014,9,7,-55.837894
2,477,1,0,0,1,0,0,2014,12,9,4963.606
1,695,1,0,0,1,0,0,2013,9,30,6426.574
7,0,0,0,0,1,0,0,2015,3,29,-5.0409026
4,1106,1,1,0,1,0,0,2014,6,19,9431.876
6,367,1,0,0,1,0,0,2013,6,15,3465.2812
3,592,1,1,0,1,0,0,2014,9,17,5948.0874
3,528,1,1,0,1,0,0,2015,1,28,5893.588
1,677,1,1,1,1,0,0,2014,8,4,7765.5195
6,782,1,0,0,1,0,0,2015,2,28,7604.652
2,521,1,1,0,1,0,0,2013,2,19,5702.175
6,811,1,0,0,1,0,0,2015,5,16,7398.054
6,1081,1,0,0,1,0,0,2015,1,10,8826.142
4,936,1,0,1,1,0,0,2014,7,24,7037.162
3,566,1,1,0,1,0,0,2014,9,3,6046.834
7,0,0,0,1,1,0,0,2014,8,17,-35.612705
1,1311,1,0,0,1,0,0,2013,11,25,9759.438
1,431,1,1,1,1,0,0,2013,8,26,5186.189
2,1627,1,1,1,1,0,0,2014,8,5,13430.99
5,1197,1,1,1,1,0,0,2014,6,20,10310.062
2,325,1,0,1,1,0,0,2014,8,12,3435.0305
4,1239,1,1,0,1,0,0,2014,12,18,12426.624
1,1936,1,1,0,1,0,0,2013,4,8,15867.729
6,399,1,0,0,1,0,0,2015,2,7,3881.3025
4,984,1,1,0,0,1,0,2015,6,4,8807.693
3,431,1,0,0,1,0,0,2015,3,11,4359.6934
3,1001,1,0,1,1,0,0,2013,1,2,7790.028
2,542,1,0,0,1,0,0,2015,1,20,4878.068
7,0,0,0,0,1,0,0,2015,2,22,1.4668319
5,921,1,1,1,1,0,0,2013,8,16,8112.674
7,0,0,0,0,1,0,0,2013,2,17,-29.350248
1,868,1,1,0,1,0,0,2015,1,26,9025.181
7,0,0,0,0,1,0,0,2015,3,1,14.486419
4,439,1,0,1,1,0,0,2013,7,25,4102.1973
3,693,1,1,0,1,0,0,2014,2,5,7195.577
7,0,0,0,0,1,0,0,2013,12,29,-27.294168
5,642,1,1,0,1,0,0,2014,7,4,6516.117
1,786,1,1,0,1,0,0,2015,5,4,8730.624
2,459,1,1,0,1,0,0,2014,6,3,5449.5547
4,571,1,1,1,1,0,0,2013,8,29,6082.955
3,820,1,1,0,1,0,0,2015,5,6,8242.939
4,634,1,1,1,1,0,0,2014,7,17,6405.624
3,756,1,1,0,1,0,0,2013,4,24,6906.4595
7,0,0,0,0,1,0,0,2013,9,8,-15.083493
1,801,1,1,0,1,0,0,2013,11,18,8809.014
2,786,1,1,0,1,0,0,2015,5,5,8280.046
2,521,1,0,0,1,0,0,2015,6,9,5037.0415
7,0,0,0,0,1,0,0,2013,1,27,11.162582
5,676,1,1,0,1,0,0,2013,10,11,6836.149
3,664,1,1,0,1,0,0,2015,6,3,7117.8105
1,572,1,0,0,1,0,0,2014,5,12,5019.2915
2,364,1,1,0,1,0,0,2013,12,3,4921.2188
1,1027,1,1,0,1,0,0,2013,7,1,10266.55
2,1075,1,1,1,1,0,0,2014,8,19,9601.169
5,370,1,0,1,1,0,0,2013,1,4,3692.1143
1,276,1,0,0,1,0,0,2015,6,8,2975.0989
6,683,1,0,0,1,0,0,2013,8,3,6290.089
6,731,1,0,0,1,0,0,2013,8,31,6611.757
1,1007,1,1,1,1,0,0,2015,3,30,12588.066
4,946,1,1,0,1,0,0,2013,4,25,7691.777
3,748,1,1,0,1,0,0,2014,5,7,7418.7646
5,0,0,1,0,0,1,0,2014,10,3,-6.694175
4,0,0,1,1,0,1,0,2015,6,4,138.55527
5,1429,1,1,0,1,0,0,2013,5,31,13163.285
2,881,1,1,0,1,0,0,2015,2,3,8784.505
2,780,1,1,0,1,0,0,2013,9,24,7257.466
6,1103,1,0,0,1,0,0,2014,4,12,8929.694
3,2176,1,1,0,1,0,0,2013,1,9,15782.264
2,893,1,1,0,1,0,0,2013,3,5,8615.861
1,1070,1,1,0,1,0,0,2015,4,27,10909.077
1,1630,1,1,0,1,0,0,2013,2,18,14405.872
7,0,0,0,1,1,0,0,2014,4,20,119.43073
2,281,1,0,0,1,0,0,2015,3,24,3029.3743
5,887,1,1,0,1,0,0,2014,9,5,7812.8774
1,726,1,1,0,1,0,0,2014,9,15,7901.284
5,936,1,0,0,1,0,0,2014,4,11,7600.2617
5,1064,1,1,0,1,0,0,2015,4,17,9639.61
2,489,1,1,0,1,0,0,2015,7,14,6012.3755
2,603,1,1,0,1,0,0,2014,12,16,7775.3794
6,886,1,0,0,1,0,0,2015,6,13,7830.598
3,853,1,1,1,1,0,0,2013,8,14,8080.7886
5,886,1,1,1,1,0,0,2013,10,11,7887.336
4,827,1,0,0,1,0,0,2013,12,12,7186.313
4,1058,1,1,0,1,0,0,2013,12,5,10564.7705
2,586,1,1,0,1,0,0,2014,9,2,6341.702
5,850,1,1,0,1,0,0,2013,5,31,9179.283
5,695,1,0,1,1,0,0,2015,4,10,6534.211
5,810,1,1,1,1,0,0,2013,10,25,7258.444
4,1343,1,1,0,1,0,0,2015,4,30,12647.827
6,490,1,0,0,1,0,0,2013,6,15,4850.3706
6,807,1,0,0,1,0,0,2015,1,31,7764.7495
7,0,0,0,0,1,0,0,2014,7,20,11.896923
6,1247,1,0,0,1,0,0,2013,3,2,10279.055
5,1186,1,1,0,1,0,0,2013,10,11,9972.183
5,1511,1,0,1,1,0,0,2014,8,15,10074.447
5,514,1,0,1,1,0,0,2013,7,12,4677.215
1,1038,1,1,0,1,0,0,2013,9,9,10640.442
5,887,1,1,0,1,0,0,2013,12,6,8676.147
3,621,1,0,0,1,0,0,2013,7,24,5431.6436
3,823,1,1,1,1,0,0,2014,10,22,7375.1963
7,0,0,0,0,1,0,0,2013,2,17,-29.350248
5,416,1,0,0,1,0,0,2013,1,18,3967.9612
3,952,1,1,0,1,0,0,2013,1,9,8535.015
3,709,1,0,0,1,0,0,2013,1,30,6046.6143
3,410,1,1,0,1,0,0,2014,5,21,4788.05
6,753,1,0,0,1,0,0,2015,3,14,6900.3486
3,494,1,1,0,1,0,0,2013,3,6,5419.0356
1,844,1,0,0,1,0,0,2013,2,25,6442.595
2,1818,1,1,1,1,0,0,2013,7,30,14908.606
4,997,1,1,1,1,0,0,2014,9,4,8671.52
7,0,0,0,0,1,0,0,2013,9,22,-15.427065
3,702,1,1,1,1,0,0,2015,2,4,6764.849
7,0,0,0,0,1,0,0,2014,6,1,36.36256
3,1147,1,1,0,1,0,0,2013,12,4,11241.064
1,1314,1,1,0,1,0,0,2014,3,17,12285.8
5,950,1,1,0,1,0,0,2014,3,7,8448.367
1,581,1,0,0,1,0,0,2013,1,14,4933.753
1,3555,1,1,1,1,0,0,2014,10,6,17896.307
2,606,1,0,0,1,0,0,2015,5,12,5420.269
1,1406,1,1,0,1,0,0,2013,9,9,13335.298
3,474,1,0,1,1,0,0,2013,1,2,4642.6943
7,0,0,0,0,1,0,0,2014,1,5,-0.9066342
4,533,1,0,0,1,0,0,2014,2,27,4820.4956
7,0,0,0,0,1,0,0,2013,9,1,-26.355532
5,984,1,1,0,1,0,0,2013,1,11,8510.401
6,343,1,0,0,1,0,0,2013,8,10,3171.6252
2,648,1,1,1,1,0,0,2015,3,31,8469.7
2,745,1,0,1,1,0,0,2014,10,14,5925.326
1,835,1,1,1,1,0,0,2015,2,2,8529.436
1,888,1,1,0,1,0,0,2013,1,7,9531.386
2,614,1,1,0,1,0,0,2013,11,5,6900.544
1,432,1,0,0,1,0,0,2014,5,12,4159.858
4,796,1,0,1,1,0,0,2013,6,27,6485.865
7,0,0,0,0,1,0,0,2014,5,18,8.282148
6,440,1,0,0,1,0,0,2014,3,29,4432.7646
7,0,0,0,0,1,0,0,2013,4,7,-9.653338
5,661,1,0,1,1,0,0,2015,7,10,6146.375
4,650,1,1,0,1,0,0,2013,10,10,6572.6387
7,0,0,0,0,1,0,0,2015,7,26,55.909832
1,500,1,1,0,1,0,0,2013,1,7,6073.2354
4,553,1,0,0,1,0,0,2013,8,22,4663.498
7,0,0,0,0,1,0,0,2013,9,1,-26.355532
1,888,1,0,0,1,0,0,2014,2,10,6840.2417
6,401,1,0,0,1,0,0,2013,7,20,3834.7754
4,459,1,1,0,1,0,0,2014,1,23,4885.4067
7,0,0,0,0,1,0,0,2014,8,10,18.86215
3,1082,1,1,0,1,0,0,2014,3,5,9818.873
7,1385,1,0,0,1,0,0,2015,2,8,7464.4546
4,707,1,0,1,1,0,0,2014,1,2,6224.9966
6,510,1,0,0,1,0,0,2014,12,13,5196.22
1,539,1,1,0,1,0,0,2015,4,13,6593.024
6,914,1,0,0,1,0,0,2013,11,16,7746.3955
1,0,0,1,0,0,1,0,2014,1,6,40.970127
2,704,1,0,0,1,0,0,2013,3,12,5653.4346
4,434,1,1,0,1,0,0,2015,4,30,5370.4355
4,819,1,1,0,1,0,0,2015,3,19,7898.6606
5,733,1,1,0,1,0,0,2013,10,25,6734.5405
5,1005,1,1,0,1,0,0,2013,9,27,8617.804
3,619,1,0,0,1,0,0,2013,3,13,5184.0957
3,653,1,0,1,1,0,0,2014,4,23,5602.9146
2,283,1,0,0,1,0,0,2013,2,26,2878.3
4,1350,1,1,1,1,0,0,2013,8,15,10500.728
5,594,1,1,0,1,0,0,2013,9,13,6072.0137
1,376,1,0,1,1,0,0,2013,8,5,3747.6255
4,914,1,1,0,1,0,0,2014,1,9,8242.415
3,567,1,1,0,1,0,0,2013,7,3,6295.6797
4,805,1,0,0,1,0,0,2014,11,20,6450.6094
3,446,1,0,1,1,0,0,2013,4,3,4410.287
5,578,1,1,1,1,0,0,2013,2,8,5754.9165
2,717,1,0,0,1,0,0,2013,12,10,6552.9375
6,427,1,0,0,1,0,0,2013,10,26,3974.3218
3,972,1,0,0,1,0,0,2013,2,27,7670.979
4,722,1,1,1,1,0,0,2015,4,2,8137.971
4,801,1,0,0,1,0,0,2014,7,24,6304.9673
1,648,1,1,1,1,0,0,2014,10,20,7040.5815
2,1025,1,1,0,1,0,0,2014,6,3,9640.048
1,675,1,0,0,1,0,0,2015,5,11,6045.407
2,503,1,0,0,1,0,0,2014,1,14,4490.7803
1,788,1,1,1,1,0,0,2013,10,21,8015.043
5,1225,1,1,0,1,0,0,2014,12,19,12271.815
3,948,1,1,1,1,0,0,2015,7,1,9294.781
3,500,1,1,0,1,0,0,2015,5,20,5732.214
4,948,1,0,0,1,0,0,2013,11,28,7798.8657
1,445,1,0,0,1,0,0,2013,1,28,4165.118
2,1050,1,1,0,1,0,0,2014,6,3,9860.2295
5,731,1,1,1,1,0,0,2013,8,30,7638.462
6,560,1,0,0,1,0,0,2013,11,2,5862.7935
3,714,1,1,0,1,0,0,2014,5,7,7276.847
3,333,1,0,0,1,0,0,2013,11,27,3595.703
7,0,0,0,0,1,0,0,2014,6,22,-3.0196261
5,706,1,1,0,1,0,0,2013,6,21,6872.4395
1,1241,1,1,0,1,0,0,2013,4,29,11340.472
5,556,1,1,0,1,0,0,2013,4,26,5557.137
4,0,0,0,0,0,1,0,2014,5,29,-0.3911941
3,472,1,1,0,1,0,0,2014,4,2,5080.4316
3,469,1,1,0,1,0,0,2013,11,6,5301.158
6,289,1,0,0,1,0,0,2014,2,8,2640.7688
7,0,0,0,0,1,0,0,2013,10,13,41.790455
1,720,1,0,1,1,0,0,2013,8,5,6226.6123
6,331,1,0,0,1,0,0,2015,2,14,3181.2122
5,567,1,1,0,1,0,0,2015,5,22,6074.858
2,408,1,0,0,1,0,0,2013,6,25,3979.1304
3,686,1,1,0,1,0,0,2013,5,29,7270.4106
7,0,0,0,0,1,0,0,2014,8,10,18.86215
6,1001,1,0,0,1,0,0,2013,3,30,9116.483
4,576,1,0,0,1,0,0,2014,6,26,5017.1636
7,0,0,0,0,1,0,0,2013,12,1,-2.1661866
4,1242,1,0,0,1,0,0,2014,3,13,8744.329
6,813,1,0,0,1,0,0,2013,11,30,8271.443
5,1025,1,1,0,1,0,0,2014,9,19,8545.967
5,500,1,0,0,1,0,0,2014,4,11,4771.0225
6,1428,1,0,0,1,0,0,2014,1,25,9921.868
6,433,1,0,0,1,0,0,2013,9,28,4297.3457
7,0,0,0,0,1,0,0,2013,11,10,-7.323892
4,1021,1,1,0,1,0,0,2013,2,21,8649.611
4,727,1,1,0,1,0,0,2013,9,12,7031.1963
7,0,0,0,0,1,0,0,2013,11,10,-7.323892
3,555,1,0,0,1,0,0,2014,1,15,4778.2603
7,0,0,0,0,1,0,0,2015,5,31,-9.362787
3,704,1,1,0,1,0,0,2014,11,5,7322.746
3,281,1,0,1,1,0,0,2013,8,21,2959.9756
7,0,0,0,0,1,0,0,2014,9,7,-55.837894
2,973,1,1,0,1,0,0,2015,3,17,8929.545
2,1593,1,1,1,1,0,0,2013,8,13,13340.965
4,504,1,0,1,1,0,0,2014,1,2,4845.185
4,733,1,0,0,1,0,0,2014,6,26,5988.2026
7,0,0,0,0,1,0,0,2015,1,18,4.4946294
2,2005,1,1,0,1,0,0,2013,12,3,18258.705
7,0,0,0,0,1,0,0,2015,6,28,9.097267
1,622,1,0,0,1,0,0,2015,2,23,5346.1807
1,1033,1,1,0,1,0,0,2013,6,17,10324.904
7,0,0,0,0,1,0,0,2014,10,5,19.415506
3,636,1,0,0,1,0,0,2014,3,12,5315.7695
6,437,1,0,0,1,0,0,2014,7,5,4191.291
6,387,1,0,0,1,0,0,2015,1,3,3742.8062
3,829,1,0,0,1,0,0,2013,1,16,6209.9624
1,534,1,0,0,1,0,0,2014,5,12,4712.1807
7,0,0,0,0,1,0,0,2014,3,30,-24.018312
6,374,1,0,0,1,0,0,2015,1,3,3508.2944
1,1229,1,1,0,1,0,0,2014,12,15,14262.031
3,390,1,0,1,1,0,0,2014,6,11,4300.5938
5,533,1,1,0,1,0,0,2013,7,5,5870.1064
6,641,1,0,0,1,0,0,2013,11,30,6947.1455
7,0,0,0,0,1,0,0,2014,2,9,16.310577
3,496,1,0,0,1,0,0,2014,3,12,4491.2944
7,0,0,0,0,1,0,0,2015,7,26,55.909832
3,423,1,0,1,1,0,0,2013,2,13,4052.761
2,1579,1,1,0,1,0,0,2014,12,2,14169.66
5,452,1,0,1,1,0,0,2014,1,3,4498.886
5,884,1,0,0,1,0,0,2015,3,27,7509.223
4,876,1,1,0,1,0,0,2014,2,20,7760.474
1,3142,1,1,0,1,0,0,2013,1,21,21053.271
2,1148,1,0,0,1,0,0,2013,5,21,8474.185
7,0,0,0,0,1,0,0,2015,5,10,22.060804
3,0,0,1,0,0,1,0,2013,5,1,-43.60469
2,267,1,0,0,1,0,0,2014,3,11,2749.0137
5,811,1,0,0,1,0,0,2015,5,29,8184.992
2,708,1,0,0,1,0,0,2015,6,9,6315.8276
6,457,1,0,0,1,0,0,2015,3,14,4492.0454
1,273,1,0,0,1,0,0,2013,9,16,2799.3223
7,0,0,0,0,1,0,0,2015,5,10,22.060804
6,424,1,0,0,1,0,0,2013,3,16,4021.3022
7,0,0,0,0,1,0,0,2014,6,1,36.36256
4,754,1,1,0,1,0,0,2013,1,10,7264.5005
